edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,director,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2017,movie ,,,THE AUTOPSY OF JANE DOE,Andre Ovredal,2016,"USA , UK",Belgian,,"Emile Hirsch, Brian Cox, Ophelia
Lovibond, Michael McElhatton, Olwen
Catherine Kelly, Parker Sawyers, Jane Perry",,,,,,,86',"Horror, Mystery,Thriller",Andre Ovredal,,,https://www.imdb.com/title/tt3289956/?ref_=nv_sr_srsg_0,,,,,"The police are investigating a particularly bloody crime scene.
A family has been found slaughtered in their home. All signs indicate
that they were trying to get away, but there’s no evidence of
an intruder. Adding to the mystery is the discovery of the pristine
body of a young woman half-buried in the cellar. With the entire
media breathing down his back, the sheriff asks his local morticians
to immediately perform an autopsy. The sardonic widower Tony is
reluctantly assisted by his son Austin, who had to cancel a date to
help his father with this rush job. Externally, the nameless and very
attractive victim bears no visible wounds. She’s even curiously free of
rigor mortis. But once they cut inward, they discover signs of extreme
abuse that should have been shown on her body. Strange phenomena
start to happen as soon as they begin cutting open the woman, as
if some supernatural force has been unleashed.
The first American film of Norwegian director Andre Ovredal (Troll-
Hunter, BIFFF 2011) has proven itself to be one of the biggest crowd
pleasers of 2016. It strikes the perfect balance between macabre
humor and pure suspense. There’s plenty of grisly medical gore and
great chemistry between Brian Cox (The Bourne Supremacy, Troy) and
Emile Hirsch (Into The Wild, Killer Joe) as father and son morticians.
And let’s not forget Olwen Catherine Kelly as the Jane Doe from the
title. Her performance as a stiff is only surpassed by that one
of Daniel Radcliffe in Swiss Army Man !"
2017,movie ,,,BAD BLACK,Nabwana I.G.G.,2016,Uganda,European,,"Gloria Nalwanga, Alan Hofmanis,
Bisaso Dauda, Charles Bukenya, Robert
Kizito",,,,,,,68',"Action, Comedy",Nabwana I.G.G.,,,https://www.imdb.com/title/tt6044414/?ref_=fn_al_tt_1,,,,,"Black has more than reason enough to be Bad, with a father
who got killed when he robbed a bank to provide for his family and
a mother who got a bullet through her head in the streets. The young
woman terrorizes the entire neighborhood with her gang and is not
afraid to blackmail rich businessman or to rob blind a naive white
doctor. But when our doctor gets help from a tough street kid called
Wesley Snipes, Bad Black’s reign might come to an end.
Wakaliwood is a one-man movie factory situated in the slums of the
Wakali district of the Ugandan capital Kampala. Our man in question,
Nabwala IGG, has already shot more than 30 movies, all of them cut
and pasted together with zero budget and horrendous special effects.
But what makes Wakaliwood’s output so enjoyable to watch,
is the boundless enthusiasm with which the actors stumble over
their parts and the godlike voice-over who can’t stop commenting on
everything that’s going on with nearly perfect comic timing. Troma
has met its African match."
2017,movie ,,,THE BIG EVERYTHING,Nicolas Bazz,2016,France,International,,"Jauris Casanova, Hélène Seuzaret,
Benjamin Boyer, Laure Gouget, Pierre-Alain
de Garrigues",,,,,,,131',"comedy, Drama, Science-Fiction",Nicolas Bazz,,,https://www.imdb.com/title/tt1754331/?ref_=fn_al_tt_1,,,,,"Niels is overjoyed when he hears about the black hole that will
drastically reduce his prison sentence. He’s been chosen for his talents
as a mechanic to take part in a special mission: escorting a band of
eccentric scientists in a spaceship to a black hole that is fifty light
years away from Earth. The deal seems more than correct to him
as the mission will only take six weeks for them to see Earth again.
There’s only one small annoying detail. Those six weeks in hyperspace
represent some hundred years on Earth. And that is if everything
will go as planned.
Despite some famous ambassadors (Jules Verne, Jean-Pierre Jeunet...),
it has always been difficult for French science-fiction to find
its way to the big screen. But Nicolas Bazz couldn’t care less about
that. With a budget of a mere 1 million €, he succeeds in transforming
Interstellar into a primary school essay. He juggles with the theory of
relativity and quantum mechanics until our synapses melt! Even better:
the film was written by some enthusiasts of physics for dummies.
The Big Everything is an adventure wherein everything is questioned!
We couldn’t ask for more."
2017,movie ,,,BOY MISSING,Mar Targarona,2016,Spain,BIFFF,,"Blanca Portillo, José Coronado, Marc
Domenech, Antonio Dechent, Vicente
Romero, Nausicaa Gomez, Macarena Gomez
Producers : Joaquin Padro & Mar Targarona",,,,,,,105',"Action, Crime, adventure",Mar Targarona,,,https://www.imdb.com/title/tt4621630/?ref_=fn_al_tt_1,,,,,"Patricia De Lucas, a reputable lawyer, sees her life turned into
a nightmare when her son Victor disappears from school without a
trace. Hours later, the boy reappears, bruised and clammy with sweat,
claiming that a man tried to kidnap him, but that he managed to escape.
The police mobilize and after Victor identifies him in a line-up,
they manage to find the man seemingly responsible. But the proof
is insufficient and the presumed kidnapper is set free. That is when
Patricia, scared and fearing for her son, decides to do what she’s never
done before: take justice into her own hands. But the situation gets
out of control and her actions will have unforeseen consequences.
Boy Missing is a high-voltage suspense thriller from the producers
of The Orphanage, Julia’s Eyes and The Body. Packed with twists,
this surprising story is penned by Oriol Paulo, the acclaimed writer
of Julia’s Eyes and The Body. He has skilfully written this unpredictable,
ethically controversial thriller about a mother taking justice by
all means. Starring Blanca Portillo (Broken Embraces, Volver), Jose
Coronado (No Rest for the Wicked), Antonio Dechent (Oro, Alatriste),
Vicente Romero (Cell 211, Even the Rain), Josep Maria Pou (Blancanieves,
The Sea Inside) and Macarena Gómez (Shrew’s Nest)."
2017,movie ,,,CALL OF HEROES,Benny Chan,2016,"Hong Kong , China",BIFFF,,"Sean Lau, Louis Koo, Eddie Peng Yu
Yan, Yuan Quan",,,,,,,120',"Action, Crime, adventure",Benny Chan,,,https://www.imdb.com/title/tt5842624/?ref_=fn_al_tt_1,,,,,"At the turn of the 20th Century, China was embroiled in chaos,
with warlords popping up all over the country. Unfortunately, with
some 6213711,922 m² to cover, the government army is struggling
to curb all the massacres, sometimes leaving remote villages at the
mercy of roving military gangs. And this is the case of the peaceful
village of Pucheng, where a visitor decides to randomly kill three
unfortunate souls. The culprit is quickly arrested by sheriff Yang and
will be sent to the gallows. That is until commander Zhang sweeps
into the village with the aura of a knight of the Apocalypse and poses
an ultimatum. The prisoner in question is the son of General Cao, a
particularly vicious warlord, and must be released on the spot. If
not, the village will be wiped off the map. Our brave sheriff is put
before an impossible choice. Let justice prevail at all costs or bow to
tyranny and intimidation?
When a gifted old hand like Benny Chan reinvents the Eastern, we
know we’re going to have a great time. The director of New Police
Story spared no expense, engaging the services of the legendary
Sammo Hung to choreograph the epic fights, while letting two giants
of Hong Kong cinema, Louis Koo (Drug War, Election) and Ching Wan
Lau (Out of Inferno, Mad Detective), fight it out in a duel that will make
you want to blow the harmonica from Once Upon a Time in the East!"
2017,movie ,,,COLD WAR 2,"Longman Leung, Sunny LUk",2016,"Hong Kong , China",Belgian,,"Aaron Kwok, Tony Leung, Chow
Yun Fat, Eddie Peng, Charlie Yeung, Aarif
Rahman, Yili Ma",,,,,,,110',"Action, Crime, Drama","Longman Leung, Sunny LUk",,,https://www.imdb.com/title/tt5112622/?ref_=fn_al_tt_1,,,,,"After playing a significant part in the release of five cops taken
hostage, Sean Lau is propelled to the head of the Hong Kong police.
But Lau soon has to face a choice that risks sending him to the unemployment
office. The accomplices of the main suspect of the hostage
crisis decide to kidnap Lau’s wife and are only willing to give her
back in exchange for their boss. Against all expectations, Lau agrees
to the deal. During the exchange, a bomb goes off in the subway,
allowing the culprit to escape. Lau might have gotten his wife back,
but his career takes one hell of a blow. An inquiry commission is set
up to investigate abuse of power. But the deal stinks of a set-up. The
famous suspect in question is the offspring of Lau’s predecessor and
he has one hell of a grudge.
The first advantage of Cold War 2 is that, unlike Game of Thrones, you
can enjoy this sequel without having seen the first. The second advantage
is that the Cold War franchise is being considered as a worthy successor
to Infernal Affairs. And this sequel takes the script and the pace a
few notches higher. Last but not least: you’ll be privilege to a stand-off
between Aaron Kwok, Chow Yun-Fat and Tony Kai Fai Leung."
2017,movie ,,,COME AND FIND ME,Zach Whedon,2016,"USA , UK",Belgian,,"Aaron Paul, Annabelle Wallis, Garrett
Dillahunt, Zachary Knighton, Terry Chen,
Chris Chalk, Valérie Tian, Jordana Largy
Producers : Leon Clarance, Chris Ferguson",,,,,,,112',"Drama, Mystery,Thriller",Zach Whedon,,,https://www.imdb.com/title/tt2597768/?ref_=nv_sr_srsg_0,,,,,"David, a graphic designer, wakes up one morning to find his
girlfriend Claire missing. There no note, they didn’t fight and there’s
no suspicion of cheating. Just an empty bed and no answers. David
notifies the police, but after a year without any trace, he starts to lose
hope. That’s when he gets a visit from Kyle, one of Claire’s college
friends. After some heavy drinking, David wakes up in the middle
of the night to find the so-called friend tearing down the partition
walls in his flat, desperately looking for something. Kyle knocks him
out cold and runs off. When David regains consciousness, he realizes
something bigger is at play. A while later he finds what Kyle was
looking for, a roll of film buried in his garden. This leads him on a wild
goose chase full of danger and mystery. Whoever the woman is he
fell in love with, she’d better be worth risking his life for.
The debut feature of Zack Whedon (brother of Josh) is a welcome
throwback to thrillers the way Hitchcock used to make them, in which
an ordinary Joe is suddenly propelled into a complicated and dangerous
intrigue. The fact that David is no Jason Bourne and is constantly
in way over his head, makes us identify with him, greatly adding to
the suspense. Only his wits and the love for his missing girlfriend
give him the courage to constantly stick his nose where it shouldn’t
belong. Come and Find Me is a thrilling combination of story, tension
and performance, with Aaron “Breaking Bad” Paul as David
and Annabelle Wallis (X-Men: First Class, King Arthur:
Legend of the Sword) as Claire."
2017,movie ,,,DEATH NOTE: LIGHT UP THE NEW WORLD,ShinsUke Sato,2016,Japan,Belgian,,"Masahiro Higashide, Sousuke
Ikematsu, Masaki Suda, Tatsuya Fujiwara,
Kenichi Matsuyama
Producer : Takahiro",,,,,,,135',"Horror, Crime, Drama",ShinsUke Sato,,,https://www.imdb.com/title/tt5058340/?ref_=nv_sr_srsg_0,,,,,"The Death Note, much more dangerous than the UKIP manifesto,
kills everyone who’s name is inscribed in its pages. Ten years ago an
epic confrontation took place between Kira, the owner of the Death
Note, and the genius eccentric L. After the latter put an end to the
menace, nothing more was heard from the cursed note book. But
that was only the quiet before the next storm. Shinigami, the God
of Death, is bored stiff with his falling statistics and decides to up
the ante by releasing not one but six Death Note’s on Earth. A Russian
doctor begins to practice euthanasia in black ink, a New York
trader starts to eliminate the competition and a sociopath teenager
randomly scribbles names in his new notebook. And where are the
3 other Death Note’s? A world massacre is taking place on an unprecedented
scale.
Death Note, The mythical manga of Tsugumi Oba and Takeshi Obata,
was an unprecedented success with more than 20 million copies
sold before getting adapted into a series of films. You know the
two directed by Shusuke Kaneko, presented at the BIFFF, and Hideo
Nakata’s spin-off, L: Change the World. This time, it’s the best of the
best who directs this epic finale: Shinsuke Sato, responsible for The
Princess Blade, Gantz and especially our Golden Raven 2016, I am a
Hero. Adam Wyngard is already wondering how he’s going to surpass
this, as he prepares the American remake."
2017,movie ,,,DIRECTOR'S CUT,Adam Rifkin,2016,USA,Belgian,,"Missi Pyle, Penn Jillette, Harry
Hamlin, Hayes MacArthur, Lin Shaye, Gilbert
Gottfried, Adam Rifkin, Marshall Bell, Nestor
Carbonell",,,,,,,82',"comedy, Horror, Crime",Adam Rifkin,,,https://www.imdb.com/title/tt3294732/?ref_=fn_al_tt_1,,,,,"Herbert Blount is obsessed with actress Missi Pyle. He has gained
access to the set of her newest film, a serial killer crime thriller, by having
purchased a one line role via the film’s crowdfunding website. Herbert
steals wardrobe from the set, all of the film’s footage by hijacking the
password to the production’s download site and eventually stalks and
kidnaps Pyle herself. His psychotic goal is to reshoot the film in his dungeon
studio, recasting himself as the romantic lead. Pyle is literally acting for
her life. The end result is a mad mash-up of scenes from the real movie,
outtakes, clips from other movies and the lo-fi footage delusional psycho
Herbert has created. He’s even recorded a director’s commentary track,
which plays throughout the entire film, acting as an insane narrative device
from a very unreliable narrator.
Director’s Cut, the ultimate “meta movie” is an insane, cinematic
sleight of hand trick that reflects on itself, much like the stage persona
of its co-star and creator, world famous illusionist Penn Jillette. Here,
teamed with director Adam Rifkin, Jillette conjures a mind bending,
genre-defying movie-within-a-movie mash-up that’s part narrative
thriller, part documentary. The madness that unwinds behind the
scenes will leave you reeling. Starring Missi Pyle (Galaxy Quest, Gone
Girl), Harry Hamlin (Clash of the Titans, Mad Men) and genre icon Lyn
Shaye as themselves and, of course, Penn Juliette. Watch out for the
cameo of Penn’s ever silent partner Teller as a very unusual
pervert. Teller talks !"
2017,movie ,,,DON'T KNOCK TWICE,Caradog W. James,2016,UK,BIFFF,,"Lucy Boynton, Katee Sackhoff, Javier
Botet, Nick Moran, Jordan Bolger",,,,,,,93',"Drama, Fantasy, Horror",Caradog W. James,,,https://www.imdb.com/title/tt3622110/?ref_=fn_al_tt_1,,,,,"As a former slave to drugs, Jess has long regretted having preferred
her addiction to her young daughter Chloe, who found herself
quickly placed in an orphanage. She has never digested this brutal
abandonment. Even years later, now that she has turned her life
around and has become a successful businesswoman, Chloe is still
unable to call her “mommy”. Yet, one evening, Chloe suddenly drops
by at her mother’s house. And that’s not because she has learned to
turn the other cheek, but because she’s convinced that she is preyed
upon by an evil witch who’s responsible for the disappearance of
several children. Jess first thinks that her daughter must be out of
her mind to believe in such an improbable urban legend. But after a
few spectral visits that would whiten anyone’s hair, Jess will become
afraid of doors, especially when someone knocks twice.
Caradog James already visited us in 2014 with the scifi epic The
Machine. This time he’s back with a horror film whose intrigue is
reminiscent of the classic Candyman. But James soon abandons tributes
and references for a supernatural thriller with some great twists,
in which Katee Sackhoff (Riddick, Oculus, Battlestar Galactica) will
have to face Javier Botet (Rec, Mama, Crimson Peak, The Conjuring 2)."
2017,movie ,,,DRAGON,Indar Dzhendubaev,2016,Russia,Belgian,,"Marina Poezzhaeva, Matvey Lykov,
Ieva Andrejevaite, Alyona Chekhova,
Vyacheslav Chepurchenko, Stanislav
Lyubshin, Viktoriya Runtsova",,,,,,,110',"Fantasy, Romance, adventure",Indar Dzhendubaev,,,https://www.imdb.com/title/tt4057376/?ref_=nm_flmg_act_3,,,,,"A long time ago, in a mythical Slavic past, it was tradition to
sacrifice virgins to dragons. One day a courageous young knight
couldn’t stand seeing his beloved ending up as an appetizer to an
oversized lizard. He entered the dragon’s den, slayed the beast and
saves his damsel. All’s well that end’s well? A few generation later,
virgins no longer have to be afraid of being plucked out of the sky.
Princess Miroslava is going to marry a descendant of the famous
dragon slayer. At the party the guests do not see why they shouldn’t
sing the old song with which dragons were once summoned. But
they’ve barely finished the last couplet when the sky is darkened by
the silhouette of a mythical winged creature that hasn’t been seen
in ages and which only has one target: princess Miroslava!
After Indar Dzhendubaev story-boarded Timor Bekmambetov’s
Abraham Lincoln: Vampire Hunter, the director of Nightwatch, Daywatch
and Wanted made him an offer he couldn’t refuse: adapting
the fantastic tale by the Dyachenko’s (the Ukrainian equivalent of
J.K. Rowling when it comes to fantasy). With the support of Antony
Tanev, a renowned producer of heroic fantasy (Conan the Barbarian,
300: Rise of an Empire), Dhzendubaev treats us to a dazzling romantic
fantasy of epic splendor."
2017,movie ,,,DREAM DEMON,Harley Cokeliss,1988,UK,Retro,,"Jemma Redgrave, Kathleen Wilhoite, Timothy Spall, Jimmy Nail, Susan Fleetwood, Annabelle
Lanyon",,,,,,,89',Horror,Harley Cokeliss,,,https://www.imdb.com/title/tt0095063/?ref_=fn_al_tt_1,,,,,"Diana is a high class young woman with a troubled past, who is on the verge of marrying the caddish Oliver.
Spending the night in her old and spooky family mansion, Diana stares into a mirror and begins experiencing
terrifying dreams. She sees her past, present and future, while at the same time entering a dark dimension
of her own. One day Diana is visited by her friend Jenny, an American tourist and also a victim of a turbulent
past. Without knowing how or why, Diana suddenly pulls Jenny into her nightmarish world.
Dream Demon is one of those cult gems Sam Raimi & co often talk about, one of those movies that are part
of the genre film pantheon. Dream Demon was directed by Harley Cockeliss, who was, among others, the
assistant director of The Empire Strikes Back). It marked the debut of Jemma Redgrave (niece of…) and
confirmed the talent of a young promising actor called Timothy Spall. When we heard that this 80ties classic
got a restoration on glorious 2K, we couldn’t resist the temptation to stage a retro screening at the BIFFF !"
2017,movie ,,,ESCAPE ROOM by peter Dukes,Peter DUkes,2016,USA,World,,"Skeet Ulrich, Sean Young, Christine
Donlon, Randy Wayne, Matt McVay, Ashley
Gallegos, Iyad Hajjaj, Taylor Piedmonte,
Hayley McLaughlin",,,,,,,86',Horror,Peter Dukes,,,https://www.imdb.com/title/tt5748392/?ref_=fn_al_tt_3,,,,,"Jeff, a notorious media feeder specialized in games, is preparing
to test a new Escape Room in the company of his girlfriend and some
friends. They’re eager to lock themselves in this mysterious room for
an hour and solve all the riddles they’ll have to face. Especially since
Brice, the owner of the room, has decided to add something extra.
Every five minutes, a mechanism will loosen a little the chains that
lock a fake hooded killer to the wall just to raise tension. But the real
trump card is a small hand-carved box, which Brice has just discovered
in an esoteric antique shop. Inside there’s a demon waiting for
only one thing; that an idiot frees him so that he can devote himself
to his usual bullshit; killing as many humans as possible. Let’s just
say that this will serve as extra motivation to get out of the room.
It’s inevitable that the social phenomenon of escape rooms would
start popping up in movies. And director Peter Dukes has delivered
a knock-out chiller. Escape Room is a particularly bloody affair where
the world of Cube becomes entangled with Cluedo. Add to that a
dream cast for cult movie lovers: Skeet “Scream” Ulrich and Sean
“Blade Runner” Young!"
2017,movie ,,,FROM A HOUSE ON WILLOW STREET,Alastair Orr,2016,South Africa,BIFFF,,"Sharni Vinson, Carlyn Burchell, Gustav
Gerdener, Sino Ventura, Steven John Ward",,,,,,,90',"Action, Crime, Horror",Alastair Orr,,,https://www.imdb.com/title/tt4961380/?ref_=fn_al_tt_1,,,,,"Small time gangster Hazel and his three henchmen have set their
sights on young Katherine, whose father is a rich diamond dealer.
Given the size of their house on Willow Street, they probably wouldn’t
mind loosing a million dollars or so for their precious girl. The actual
kidnapping is as easy as pie, but the bite lies in the follow-up. Not
only are Katherine’s parents not responding to their ransom demands,
they also discover that they are not the first to kidnap the girl. You
see, Catherine is possessed by a demon who’s hungry for tormented
souls. And with Hazel’s gang, breakfast, lunch and dinner have just
been served!
We know South Africa from Nelson Mandela, rugby and the outrageous
clips of Die Antwoord, but much less for their genre cinema.
Alastair Orr might be the one to change that. This pioneer of South
African genre flicks (Indigenous, 2014) reinvents the home invasion
movie in A House on Willow Street where the hunters become prey."
2017,movie ,,,GANTZ: O,"Yasushi Kawamura, Keiichi Saito",2016,Japan,BIFFF,,"Daisuke Ono, M. A. O., Saori
Hayami, Yuki Kaji, Chris Jai Alex, Kenjiro
Tsuda",,,,,,,95',"Action, Animation, Drama","Yasushi Kawamura, Keiichi Saito",,,https://www.imdb.com/title/tt5923962/?ref_=fn_al_tt_1,,,,,"Masaru Kato died by an accident in which he was unintentionally
involved. Surprisingly enough, he wakes up in a room he’s never seen.
There he meets the members of the so-called Team Tokyo, whose
leader, Kuruno, has just died fighting the aliens that are infesting the
cities of Japan. Together with Team Tokyo, Masaru is transferred to
Osaka City, which is surrounded by an ocean of fire. He encounters
their rivals, Team Osaka, whose members are a bunch of crooks, with
the exception of single mother Anzu Yamasaki. Kato keeps fighting,
trying to stay alive and wanting to get home to his brother, his only
remaining family.
Hiroya Oku’s manga Gantz, which follows the battle between the
resurrected, those who should otherwise have died, and mysterious
aliens, has so far sold over 24 million copies worldwide. The first anime
adaptation was aired in 2004 and a series of two live action films
were released in 2011. One of the most popular chapters of the series,
the Osaka Arc, has now been adapted into a big budget extravaganza
that will certainly delight the numerous fans of the series."
2017,movie ,,,HAPPY HUNTING,"Joe Dietsch, Louie Gibson",2016,USA,Belgian,,"Martin Dingle Wall, Ken Lally, Kenny
Wormald, Connor Williams, Gary Sturm,
Jeremy Lawson, Liesel Hanson, Brett Wagner",,,,,,,91',"Horror, Western","Joe Dietsch, Louie Gibson",,,https://www.imdb.com/title/tt5189770/?ref_=fn_al_tt_1,,,,,"Warren Novak is the type to soak his corn flakes in whiskey as
soon as the morning starts. Yet this time he has a good reason to
get drunk like a skunk. He has just learned that he’s the father of a
girl in Mexico City and he has accidentally killed two crack dealers,
with their colleagues quickly on his heels. An exploded tire later,
Warren lands in Bedford Flats, a lonely town a few miles away from
Mexico that feels like an old John Wayne movie. It’s populated by
nice Christians who are very attached to their traditions. Bedford Flats
was at its peek the place to hunt buffalo once a year. But because
there aren’t any buffalo left, the inhabitants had to find some new
game to hunt. In this case, anyone who passes by during hunting
season. Inevitably, Warren, with his bad habit of shaking like a leaf
when he’s lacking alcohol, has the ideal profile to play the prey in
the company of other unfortunates.
Happy Hunting is a lot more than a contemporary B-movie. Midway
between Deliverance and American Nightmare, this first film by Joe
Dietsch
and Louie Gibson (son of...) is incredibly inventive and sarcastic
in its subtext, which makes it a multilayered thrill ride."
2017,movie ,,,HEADSHOT,"Kimo Stamboel, Timo Tjahjanto",2016,Indonesia,BIFFF,,"Julie Estelle, Chelsea Islan, David
Itendrawan, Zack Lee, Sunny Pang, Iko
Uwais, Very Tri Yulisman",,,,,,,118',"Action, Thriller, Drama","Kimo Stamboel, Timo Tjahjanto",,,https://www.imdb.com/title/tt5147214/?ref_=fn_al_tt_2,,,,,"A John Doe with a bullet in the head is found unconscious on
an Indonesian beach before being quickly taken in charge by a local
hospital. Immersed in a coma, the young man can count on Ailin, a
young doctor who watches over him. As a big fan of Moby Dick, she
decides to call him Ismaël. But when Ismaël wakes up two months
later, he remembers nothing. All he knows is that he’s alive and well.
The rest? Frankly, as Donald Trump would say, he doesn’t give a fuck.
Except that he still has a bullet in the head. Ailin proposes to take him
to Jakarta when he can completely recover. But their journey will be
interrupted by members of a formidable gang who have a very broad
notion of collateral damage. As victims start falling like flies, Ismaël
understands that he is the main target of these ugly gentlemen.
And it’s for a very simple reason: Ismaël is the worst killing machine
anyone has ever created, with or without a bullet in the head!
The Mo Brothers already showed their talents with Macabre (BIFFF
2010) and Killers (BIFFF 2014). With Headshot they prove that they’re
the undisputed leaders of Indonesian genre cinema. Their recipe? Recycling
the pitch for Jason Bourne and combine it with the incredible
talents of Iko Uwais (The Raid 1 & 2, Star Wars VII) for a breath-taking
action extravaganza which will hit you in the face at 200 km per hour."
2017,movie ,,,THE ICEBREAKER,Nikolay Khomeriki,2016,Russia,Belgian,,"Pyotr Fyodorov, Sergey Puskepalis,
Aleksandr Pal, Olga Smirnova, Anna
Mikhalkova, Aleksandr Yatsenko",,,,,,,124',"Action, Adventure, Drama",Nikolay Khomeriki,,,https://www.imdb.com/title/tt5317914/?ref_=fn_al_tt_1,,,,,"1985, the icebreaker Mikhail Somov sails in Arctic waters to bring
food and gas to a Russian station. But the journey is far from easy, as
the ship is heading straight for a huge iceberg of more than hundred
meters high. Captain Petrov narrowly manages to escape the giant ice
cube. But their sudden change of course traps the steel monster in the
ice. The only ones who can launch a rescue mission are the Moscow
bureaucrats, but they’re in no hurry to get the paperwork going. Help
will not be coming for a while. Meanwhile, the ice gnaws more and
more at the ship, food reserves are dwindling and gasoline is burned
to keep the crew warm, which will cripple their capacity to get out of
the ice by themselves. And the frozen Godzilla they managed to avoid
is creeping closer. It’s a confrontation they won’t be able to survive.
The Icebreaker is Sergey Kozlov’s newest production, after Metro, the
2013 Russian blockbuster that could compete with Hollywood’s best.
And this one is even bigger and better. The Icebreaker is a (literally)
chilling disaster epic inspired by a true story. It wasn’t shot in the
studio, but in the savage natural landscapes of Murmansk and the
Kola Peninsula. Pyotr Fyodorov plays the lead, a huge star in Russia at
the level of Steven Seagal and Gérard Depardieu. This heavyweight of
a movie confirms what we’ve been thinking for a while: Hollywood’s
dominance is on a downward slope."
2017,movie ,,,KILL COMMAND,Steven Gomez,2016,UK,Belgian,,"Vanessa Kirby, David Ajala, Mike Noble,
Bentley Kalu, Tom McKay, Kelly Gough, Osi
Okerafor, Tim Ahern, Thure Lindhardt",,,,,,,99',"Action, Horror, Science-Fiction",Steven Gomez,,,https://www.imdb.com/title/tt2667380/?ref_=fn_al_tt_1,,,,,"Set in the very near future, an elite squad of highly trained marines,
led by commanding officer Captain Bukes, are sent on a routine
training exercise to a remote island, the precise location of which no
one knows and from which all communications are cut off dead.
Accompanying them on the mission is tech head specialist Mills, a
mysterious coder whose brain is interfaced with a computer. What
the unit soon discover when they reach the island is that the exercise
is far from routine. They become live targets of terrifyingly advanced
military robots. And Mills is somehow involved in the conspiracy.
But they also know that they need her tech skills to survive the
brutal situation that they find themselves in. Cut off and facing certain
death, the marines must fight for their lives to survive. And at
the same time they must work out who and what Mills really is and
whose side’s she really on.
Dog Soldiers meets Terminator in Kill Command, a scifi action thriller
that explores the potential consequences of an increasingly dislocated,
technology reliant society, and the repercussions of pursuing
an artificial intelligence more powerful than anything mankind could
ever control. While Gareth Edwards was working on Monsters, he
introduced his producers to his good friend Steve Gomez, who had a
great pitch for them. The rest is history. Kill Command is pure sciencefiction
joy, with special effects courtesy of the team from Guardians
of the Galaxy and Godzilla!"
2017,movie ,,,KUNG-FU YOGA,Stanley Tong,2017,"China , India , Hong Kong ",Belgian,,"Jackie Chan, Aarif Lee, Lay Zhang,
Sonu Sood, Disha Patani, Amyra Dastur, Eric
Tsang, Yixing Zhang",,,,,,,107',"Action, Adventure, Comedy",Stanley Tong,,,https://www.imdb.com/title/tt4217392/?ref_=nv_sr_srsg_0,,,,,"Jack is a renowned professor of archeology at the Terracotta
Warrior Museum in China’s ancient city Xi’an. One day, Dr. Ashmita,
a beautiful Indian archaeologist, arrives to show Jack a map that may
present a clue to the long lost treasures of the Magadha Kingdom.
She invites him on an expedition to Tibet. The group is joined by
Jones Lee, whose father was Jack’s close friend. Using high-tech
GPS and VR imaging, the group locates the frozen cave where the
Magadha Royal Army vanished more than a thousand years ago. They
are suddenly ambushed by Randall, the direct descendant of the rebel
army leader, and his team of mercenaries. During the scuffle, Jones
betrays his colleagues and runs off with a precious diamond, while
the archaeologists are trapped in the ice cave. Employing ancient
yoga breathing techniques, Jack and Ashmita manage to escape from
the cave and rescue the remainder of their group. They chase Jones
to Dubai, where he has put the diamond up for auction.
Don’t you dare think that Jackie Chan has lost his mojo. The legendary
Hong Kong action superstar reunites with director Stanley Tong
(Rumble in the Bronx) for an archaeological adventure set in Tibet,
Dubai, and India. Get ready for a roller-coaster ride of kinetic stunts
and exotic locations on a very grand scale. Kung-Fu Yoga is a fastpaced
cross-cultural adventure-comedy that’s riotously funny and
shows that master Chan still has a trick or two up his sleeve."
2017,movie ,,,LATE SHIFT,Tobias Weber,2016,"Switzerland , UK",BIFFF,,"Joe Sowerbutts, Haruka Abe,
Richard Durden, Joel Basman, Lily Travers,
Mohammed Ali",,,,,,,90',"Crime, thriller, interactive",Tobias Weber,,,https://www.imdb.com/title/tt4796254/?ref_=fn_al_tt_1,,,,,"Contemporary London. Matt is a young student working as a
night watchmen in a parking for shiny cars of the expensive kind.
Unfortunately, despite his righteous nature, he gets involved against
his will in the breaking and entering of a famous auction house. To
prove his innocence, Matt only has one option (and thinking about
it, makes him already bursts into tears) and that option is you! Yes,
you, dear spectators, are the only ones capable of determining the
fate of our tragic hero.
Tobias Weber’s Late Shift is the first interactive cinematographic experience
in the world. It’s a mix of cinema and a video game. There are
no less than 180 moments where you have to decide what happens
next and 7 alternative endings for this movie. That means that you
are the director! Are you longing for a happy ending or do you prefer
to follow your dark side by pushing this tale to a gory finale? The
choice is yours!! All you have to do once you’ve bought a ticket, is to
download the application “CtrlMovie” through the App Store or the
Google Play Store. You’ll have to hurry though; this unique experience
is limited to 200 spectators!"
